hash,msg,files,lines,committer_date,modified_file,merge,branches
34124edc109127e0819d859fce91df960256571d,remove depedency on Group from RecordReader,5,31,2012-09-11 16:42:46-07:00,"[['ColumnIOFactory.java', 'MODIFY', 'redelm-column/src/main/java/redelm/io/ColumnIOFactory.java', 'redelm-column/src/main/java/redelm/io/ColumnIOFactory.java'], ['MessageColumnIO.java', 'MODIFY', 'redelm-column/src/main/java/redelm/io/MessageColumnIO.java', 'redelm-column/src/main/java/redelm/io/MessageColumnIO.java'], ['RecordReader.java', 'MODIFY', 'redelm-column/src/main/java/redelm/io/RecordReader.java', 'redelm-column/src/main/java/redelm/io/RecordReader.java'], ['PerfTest.java', 'MODIFY', 'redelm-column/src/test/java/redelm/io/PerfTest.java', 'redelm-column/src/test/java/redelm/io/PerfTest.java'], ['TestColumnIO.java', 'MODIFY', 'redelm-column/src/test/java/redelm/io/TestColumnIO.java', 'redelm-column/src/test/java/redelm/io/TestColumnIO.java']]",False,['master']
968fd551c58a091b5b13387038c57b15035a198e,remove dependency on group from the io implementation,15,722,2012-09-13 15:41:03-07:00,"[['Log.java', 'MODIFY', 'redelm-column/src/main/java/redelm/Log.java', 'redelm-column/src/main/java/redelm/Log.java'], ['GroupRecordConsumer.java', 'RENAME', 'redelm-column/src/test/java/redelm/data/simple/SimpleGroupRecordConsumer.java', 'redelm-column/src/main/java/redelm/data/GroupRecordConsumer.java'], ['GroupWriter.java', 'ADD', None, 'redelm-column/src/main/java/redelm/data/GroupWriter.java'], ['ColumnIO.java', 'MODIFY', 'redelm-column/src/main/java/redelm/io/ColumnIO.java', 'redelm-column/src/main/java/redelm/io/ColumnIO.java'], ['ColumnIOFactory.java', 'MODIFY', 'redelm-column/src/main/java/redelm/io/ColumnIOFactory.java', 'redelm-column/src/main/java/redelm/io/ColumnIOFactory.java'], ['GroupColumnIO.java', 'MODIFY', 'redelm-column/src/main/java/redelm/io/GroupColumnIO.java', 'redelm-column/src/main/java/redelm/io/GroupColumnIO.java'], ['MessageColumnIO.java', 'MODIFY', 'redelm-column/src/main/java/redelm/io/MessageColumnIO.java', 'redelm-column/src/main/java/redelm/io/MessageColumnIO.java'], ['PrimitiveColumnIO.java', 'MODIFY', 'redelm-column/src/main/java/redelm/io/PrimitiveColumnIO.java', 'redelm-column/src/main/java/redelm/io/PrimitiveColumnIO.java'], ['RecordReader.java', 'MODIFY', 'redelm-column/src/main/java/redelm/io/RecordReader.java', 'redelm-column/src/main/java/redelm/io/RecordReader.java'], ['RecordWriter.java', 'DELETE', 'redelm-column/src/main/java/redelm/io/RecordWriter.java', None], ['GroupType.java', 'MODIFY', 'redelm-column/src/main/java/redelm/schema/GroupType.java', 'redelm-column/src/main/java/redelm/schema/GroupType.java'], ['PrimitiveType.java', 'MODIFY', 'redelm-column/src/main/java/redelm/schema/PrimitiveType.java', 'redelm-column/src/main/java/redelm/schema/PrimitiveType.java'], ['SimpleGroup.java', 'MODIFY', 'redelm-column/src/test/java/redelm/data/simple/SimpleGroup.java', 'redelm-column/src/test/java/redelm/data/simple/SimpleGroup.java'], ['PerfTest.java', 'MODIFY', 'redelm-column/src/test/java/redelm/io/PerfTest.java', 'redelm-column/src/test/java/redelm/io/PerfTest.java'], ['TestColumnIO.java', 'MODIFY', 'redelm-column/src/test/java/redelm/io/TestColumnIO.java', 'redelm-column/src/test/java/redelm/io/TestColumnIO.java']]",False,['master']
c4109e21cac4743062f15d800dbec8366201e98b,fix compilation and dependency issue,2,39,2012-09-14 08:09:38-07:00,"[['pom.xml', 'MODIFY', 'redelm-pig/pom.xml', 'redelm-pig/pom.xml'], ['TupleRecordConsumer.java', 'MODIFY', 'redelm-pig/src/main/java/redelm/pig/TupleRecordConsumer.java', 'redelm-pig/src/main/java/redelm/pig/TupleRecordConsumer.java']]",False,['master']
f689f90b485b23c0cc5076088093ec6977358d09,fix compilation issue,2,7,2012-09-14 08:10:48-07:00,"[['RedelmLoader.java', 'MODIFY', 'redelm-pig/src/main/java/redelm/pig/RedelmLoader.java', 'redelm-pig/src/main/java/redelm/pig/RedelmLoader.java'], ['TestTupleRecordConsumer.java', 'MODIFY', 'redelm-pig/src/test/java/redelm/pig/TestTupleRecordConsumer.java', 'redelm-pig/src/test/java/redelm/pig/TestTupleRecordConsumer.java']]",False,['master']
82e0324ec300f370d5416e8d60999c910998dc58,pig Tuple consumer and writer,22,666,2012-09-15 15:29:07-07:00,"[['pom.xml', 'MODIFY', 'pom.xml', 'pom.xml'], ['Log.java', 'MODIFY', 'redelm-column/src/main/java/redelm/Log.java', 'redelm-column/src/main/java/redelm/Log.java'], ['Group.java', 'MODIFY', 'redelm-column/src/main/java/redelm/data/Group.java', 'redelm-column/src/main/java/redelm/data/Group.java'], ['GroupRecordConsumer.java', 'MODIFY', 'redelm-column/src/main/java/redelm/data/GroupRecordConsumer.java', 'redelm-column/src/main/java/redelm/data/GroupRecordConsumer.java'], ['BinaryValue.java', 'RENAME', 'redelm-column/src/test/java/redelm/data/simple/BinaryValue.java', 'redelm-column/src/main/java/redelm/data/simple/BinaryValue.java'], ['BoolValue.java', 'RENAME', 'redelm-column/src/test/java/redelm/data/simple/BoolValue.java', 'redelm-column/src/main/java/redelm/data/simple/BoolValue.java'], ['IntValue.java', 'RENAME', 'redelm-column/src/test/java/redelm/data/simple/IntValue.java', 'redelm-column/src/main/java/redelm/data/simple/IntValue.java'], ['Primitive.java', 'RENAME', 'redelm-column/src/test/java/redelm/data/simple/Primitive.java', 'redelm-column/src/main/java/redelm/data/simple/Primitive.java'], ['SimpleGroup.java', 'RENAME', 'redelm-column/src/test/java/redelm/data/simple/SimpleGroup.java', 'redelm-column/src/main/java/redelm/data/simple/SimpleGroup.java'], ['SimpleGroupFactory.java', 'RENAME', 'redelm-column/src/test/java/redelm/data/simple/SimpleGroupFactory.java', 'redelm-column/src/main/java/redelm/data/simple/SimpleGroupFactory.java'], ['StringValue.java', 'RENAME', 'redelm-column/src/test/java/redelm/data/simple/StringValue.java', 'redelm-column/src/main/java/redelm/data/simple/StringValue.java'], ['Paper.java', 'ADD', None, 'redelm-column/src/main/java/redelm/data/simple/example/Paper.java'], ['GroupColumnIO.java', 'MODIFY', 'redelm-column/src/main/java/redelm/io/GroupColumnIO.java', 'redelm-column/src/main/java/redelm/io/GroupColumnIO.java'], ['MessageColumnIO.java', 'MODIFY', 'redelm-column/src/main/java/redelm/io/MessageColumnIO.java', 'redelm-column/src/main/java/redelm/io/MessageColumnIO.java'], ['RecordConsumerWrapper.java', 'MODIFY', 'redelm-column/src/main/java/redelm/io/RecordConsumerWrapper.java', 'redelm-column/src/main/java/redelm/io/RecordConsumerWrapper.java'], ['PerfTest.java', 'MODIFY', 'redelm-column/src/test/java/redelm/io/PerfTest.java', 'redelm-column/src/test/java/redelm/io/PerfTest.java'], ['TestColumnIO.java', 'MODIFY', 'redelm-column/src/test/java/redelm/io/TestColumnIO.java', 'redelm-column/src/test/java/redelm/io/TestColumnIO.java'], ['TupleRecordConsumer.java', 'MODIFY', 'redelm-pig/src/main/java/redelm/pig/TupleRecordConsumer.java', 'redelm-pig/src/main/java/redelm/pig/TupleRecordConsumer.java'], ['TupleWriter.java', 'ADD', None, 'redelm-pig/src/main/java/redelm/pig/TupleWriter.java'], ['TestTupleRecordConsumer.java', 'MODIFY', 'redelm-pig/src/test/java/redelm/pig/TestTupleRecordConsumer.java', 'redelm-pig/src/test/java/redelm/pig/TestTupleRecordConsumer.java'], ['ThriftConverter.java', 'MODIFY', 'redelm-thrift/src/main/java/redelm/thrift/ThriftConverter.java', 'redelm-thrift/src/main/java/redelm/thrift/ThriftConverter.java'], ['ThriftSchemaPrinter.java', 'ADD', None, 'redelm-thrift/src/main/java/redelm/thrift/ThriftSchemaPrinter.java']]",False,['master']
5e9556105c37c4fa4073a7680d8132fa5c9f261d,temporarily removing thrift stuff,5,391,2012-09-15 15:29:52-07:00,"[['pom.xml', 'DELETE', 'redelm-thrift/pom.xml', None], ['SchemaConverter.java', 'DELETE', 'redelm-thrift/src/main/java/redelm/thrift/SchemaConverter.java', None], ['ThriftConverter.java', 'DELETE', 'redelm-thrift/src/main/java/redelm/thrift/ThriftConverter.java', None], ['ThriftRandomGenerator.java', 'DELETE', 'redelm-thrift/src/main/java/redelm/thrift/ThriftRandomGenerator.java', None], ['ThriftSchemaPrinter.java', 'DELETE', 'redelm-thrift/src/main/java/redelm/thrift/ThriftSchemaPrinter.java', None]]",False,['master']
f2ea25f2097ea0359e9e4ba0815b6f9a63b3359f,turning off logs,2,10,2012-09-15 16:51:08-07:00,"[['Log.java', 'MODIFY', 'redelm-column/src/main/java/redelm/Log.java', 'redelm-column/src/main/java/redelm/Log.java'], ['PerfTest.java', 'MODIFY', 'redelm-column/src/test/java/redelm/io/PerfTest.java', 'redelm-column/src/test/java/redelm/io/PerfTest.java']]",False,['master']
d1ceb2609f60f98a38c4710922281325630a8888,Update README.md,1,2,2012-09-15 17:44:41-07:00,"[['README.md', 'MODIFY', 'README.md', 'README.md']]",False,['master']
da7ec4896ec365c7778223f11d91544afad8f764,adding license header,45,830,2012-09-26 18:23:47-07:00,"[['LICENSE', 'ADD', None, 'LICENSE'], ['NOTICE', 'ADD', None, 'NOTICE'], ['README.md', 'MODIFY', 'README.md', 'README.md'], ['license.txt', 'ADD', None, 'license.txt'], ['pom.xml', 'MODIFY', 'pom.xml', 'pom.xml'], ['Log.java', 'MODIFY', 'redelm-column/src/main/java/redelm/Log.java', 'redelm-column/src/main/java/redelm/Log.java'], ['ColumnDescriptor.java', 'MODIFY', 'redelm-column/src/main/java/redelm/column/ColumnDescriptor.java', 'redelm-column/src/main/java/redelm/column/ColumnDescriptor.java'], ['ColumnReader.java', 'MODIFY', 'redelm-column/src/main/java/redelm/column/ColumnReader.java', 'redelm-column/src/main/java/redelm/column/ColumnReader.java'], ['ColumnWriter.java', 'MODIFY', 'redelm-column/src/main/java/redelm/column/ColumnWriter.java', 'redelm-column/src/main/java/redelm/column/ColumnWriter.java'], ['ColumnsStore.java', 'MODIFY', 'redelm-column/src/main/java/redelm/column/ColumnsStore.java', 'redelm-column/src/main/java/redelm/column/ColumnsStore.java'], ['MemColumn.java', 'MODIFY', 'redelm-column/src/main/java/redelm/column/mem/MemColumn.java', 'redelm-column/src/main/java/redelm/column/mem/MemColumn.java'], ['MemColumnsStore.java', 'MODIFY', 'redelm-column/src/main/java/redelm/column/mem/MemColumnsStore.java', 'redelm-column/src/main/java/redelm/column/mem/MemColumnsStore.java'], ['Group.java', 'MODIFY', 'redelm-column/src/main/java/redelm/data/Group.java', 'redelm-column/src/main/java/redelm/data/Group.java'], ['GroupFactory.java', 'MODIFY', 'redelm-column/src/main/java/redelm/data/GroupFactory.java', 'redelm-column/src/main/java/redelm/data/GroupFactory.java'], ['GroupRecordConsumer.java', 'MODIFY', 'redelm-column/src/main/java/redelm/data/GroupRecordConsumer.java', 'redelm-column/src/main/java/redelm/data/GroupRecordConsumer.java'], ['GroupValueSource.java', 'MODIFY', 'redelm-column/src/main/java/redelm/data/GroupValueSource.java', 'redelm-column/src/main/java/redelm/data/GroupValueSource.java'], ['GroupWriter.java', 'MODIFY', 'redelm-column/src/main/java/redelm/data/GroupWriter.java', 'redelm-column/src/main/java/redelm/data/GroupWriter.java'], ['BinaryValue.java', 'MODIFY', 'redelm-column/src/main/java/redelm/data/simple/BinaryValue.java', 'redelm-column/src/main/java/redelm/data/simple/BinaryValue.java'], ['BoolValue.java', 'MODIFY', 'redelm-column/src/main/java/redelm/data/simple/BoolValue.java', 'redelm-column/src/main/java/redelm/data/simple/BoolValue.java'], ['IntValue.java', 'MODIFY', 'redelm-column/src/main/java/redelm/data/simple/IntValue.java', 'redelm-column/src/main/java/redelm/data/simple/IntValue.java'], ['Primitive.java', 'MODIFY', 'redelm-column/src/main/java/redelm/data/simple/Primitive.java', 'redelm-column/src/main/java/redelm/data/simple/Primitive.java'], ['SimpleGroup.java', 'MODIFY', 'redelm-column/src/main/java/redelm/data/simple/SimpleGroup.java', 'redelm-column/src/main/java/redelm/data/simple/SimpleGroup.java'], ['SimpleGroupFactory.java', 'MODIFY', 'redelm-column/src/main/java/redelm/data/simple/SimpleGroupFactory.java', 'redelm-column/src/main/java/redelm/data/simple/SimpleGroupFactory.java'], ['StringValue.java', 'MODIFY', 'redelm-column/src/main/java/redelm/data/simple/StringValue.java', 'redelm-column/src/main/java/redelm/data/simple/StringValue.java'], ['Paper.java', 'MODIFY', 'redelm-column/src/main/java/redelm/data/simple/example/Paper.java', 'redelm-column/src/main/java/redelm/data/simple/example/Paper.java'], ['ColumnIO.java', 'MODIFY', 'redelm-column/src/main/java/redelm/io/ColumnIO.java', 'redelm-column/src/main/java/redelm/io/ColumnIO.java'], ['ColumnIOFactory.java', 'MODIFY', 'redelm-column/src/main/java/redelm/io/ColumnIOFactory.java', 'redelm-column/src/main/java/redelm/io/ColumnIOFactory.java'], ['GroupColumnIO.java', 'MODIFY', 'redelm-column/src/main/java/redelm/io/GroupColumnIO.java', 'redelm-column/src/main/java/redelm/io/GroupColumnIO.java'], ['MessageColumnIO.java', 'MODIFY', 'redelm-column/src/main/java/redelm/io/MessageColumnIO.java', 'redelm-column/src/main/java/redelm/io/MessageColumnIO.java'], ['PrimitiveColumnIO.java', 'MODIFY', 'redelm-column/src/main/java/redelm/io/PrimitiveColumnIO.java', 'redelm-column/src/main/java/redelm/io/PrimitiveColumnIO.java'], ['RecordConsumer.java', 'MODIFY', 'redelm-column/src/main/java/redelm/io/RecordConsumer.java', 'redelm-column/src/main/java/redelm/io/RecordConsumer.java'], ['RecordConsumerWrapper.java', 'MODIFY', 'redelm-column/src/main/java/redelm/io/RecordConsumerWrapper.java', 'redelm-column/src/main/java/redelm/io/RecordConsumerWrapper.java'], ['RecordReader.java', 'MODIFY', 'redelm-column/src/main/java/redelm/io/RecordReader.java', 'redelm-column/src/main/java/redelm/io/RecordReader.java'], ['GroupType.java', 'MODIFY', 'redelm-column/src/main/java/redelm/schema/GroupType.java', 'redelm-column/src/main/java/redelm/schema/GroupType.java'], ['MessageType.java', 'MODIFY', 'redelm-column/src/main/java/redelm/schema/MessageType.java', 'redelm-column/src/main/java/redelm/schema/MessageType.java'], ['PrimitiveType.java', 'MODIFY', 'redelm-column/src/main/java/redelm/schema/PrimitiveType.java', 'redelm-column/src/main/java/redelm/schema/PrimitiveType.java'], ['Type.java', 'MODIFY', 'redelm-column/src/main/java/redelm/schema/Type.java', 'redelm-column/src/main/java/redelm/schema/Type.java'], ['TypeVisitor.java', 'MODIFY', 'redelm-column/src/main/java/redelm/schema/TypeVisitor.java', 'redelm-column/src/main/java/redelm/schema/TypeVisitor.java'], ['TestMemColumn.java', 'MODIFY', 'redelm-column/src/test/java/redelm/column/mem/TestMemColumn.java', 'redelm-column/src/test/java/redelm/column/mem/TestMemColumn.java'], ['PerfTest.java', 'MODIFY', 'redelm-column/src/test/java/redelm/io/PerfTest.java', 'redelm-column/src/test/java/redelm/io/PerfTest.java'], ['TestColumnIO.java', 'MODIFY', 'redelm-column/src/test/java/redelm/io/TestColumnIO.java', 'redelm-column/src/test/java/redelm/io/TestColumnIO.java'], ['RedelmLoader.java', 'MODIFY', 'redelm-pig/src/main/java/redelm/pig/RedelmLoader.java', 'redelm-pig/src/main/java/redelm/pig/RedelmLoader.java'], ['TupleRecordConsumer.java', 'MODIFY', 'redelm-pig/src/main/java/redelm/pig/TupleRecordConsumer.java', 'redelm-pig/src/main/java/redelm/pig/TupleRecordConsumer.java'], ['TupleWriter.java', 'MODIFY', 'redelm-pig/src/main/java/redelm/pig/TupleWriter.java', 'redelm-pig/src/main/java/redelm/pig/TupleWriter.java'], ['TestTupleRecordConsumer.java', 'MODIFY', 'redelm-pig/src/test/java/redelm/pig/TestTupleRecordConsumer.java', 'redelm-pig/src/test/java/redelm/pig/TestTupleRecordConsumer.java']]",False,['master']
0b7396243e0e695dac144d0ddf7a651f58e35e5f,"Merge branch 'master' of github.com:julienledem/redelm

Conflicts:
	README.md",1,3,2012-09-27 10:49:50-07:00,[],True,['master']
7b988569482df80fc88053e0725ed2668f20644e,adding travis ci conf,1,1,2012-09-27 14:41:03-07:00,"[['.travis.yml', 'ADD', None, '.travis.yml']]",False,['master']
e6ecdc6c4c2f477cefdfc8fc3c1f4b6a2df1fc0a,fixing source version,1,10,2012-09-28 09:22:26-07:00,"[['pom.xml', 'MODIFY', 'pom.xml', 'pom.xml']]",False,['master']
cf5ba988c56a2b5166dfeaf13743b9a99fb4a552,fix source encoding,2,5,2012-09-28 09:53:11-07:00,"[['pom.xml', 'MODIFY', 'pom.xml', 'pom.xml'], ['PerfTest.java', 'MODIFY', 'redelm-column/src/test/java/redelm/io/PerfTest.java', 'redelm-column/src/test/java/redelm/io/PerfTest.java']]",False,['master']
ab7df25a4794a18377d034e7776505bdc7a4eb05,added build info,2,9,2012-09-28 10:30:07-07:00,"[['README.md', 'MODIFY', 'README.md', 'README.md'], ['pom.xml', 'MODIFY', 'pom.xml', 'pom.xml']]",False,['master']
